texts,words,score
是的，应该叫八孩铁链女,"['应该', '叫八孩', '铁链', '女']",0
我觉得，铁链女足以刺痛有良知的人，足以让人反思和关注，我明白她的苦楚，我明白这个词是对她的伤害，可我觉得需要这个词语，因为还有无数个铁链女，等待着挣脱铁链,"['觉得', '铁链', '女足', '刺痛', '良知', '足以', '反思', '关注', '明白', '苦楚', '明白', '词是', '伤害', '觉得', '需要', '词语', '无数个', '铁链', '女', '等待', '挣脱', '铁链']",-3.0
改成“内宣部在逃章北海”后就完全可以理解博主所言了,"['改成', '宣部', '逃章', '北海', '完全', '理解', '博主所言']",0.0
即使糊成这样，我还是觉得。。不像小花梅,"['糊成', '觉得', '不像', '小花', '梅']",0
不是铁链不铁链，也不是伤害，这个词刚好能有热度而已，不然怎么能让阴间浪上热搜。尽管被压了，但是不可否认这个词带来的正面影响。网络社会就这样，没办法，只能通过舆论来处理这种问题,"['铁链', '铁链', '也', '伤害', '词', '刚好', '热度', '怎么', '阴间', '浪上', '热', '搜', '压', '不可否认', '词', '带来', '正面', '影响', '网络', '社会', '没', '办法', '只能', '舆论', '处理', '这种', '问题']",0.0
她是小花梅么？我也不想叫她铁链女！我想叫她李莹,"['小花', '梅么', '也', '不想', '铁链', '女', '想', '李莹']",0
微博在压热度，真无语了。,"['微博', '压', '热度', '真无语']",0
她不是小花梅,"['小花', '梅']",0
是的！一群人天天铁链女烧烤女的 对受害者基本的尊重都没有还想当正义使者,"['一群', '天天', '铁链', '女', '烧烤', '女', ' ', '受害者', '基本', '尊重', '没有', '想', '正义', '使者']",10.0
然而，她真的是小花梅吗？,"['真的', '小花', '梅']",0
转发微博,"['转发', '微博']",0
nan,['nan'],0
她真的叫小花梅？,"['真的', '小花', '梅']",0
说的真好,"['说', '真']",0
你猜呢？//@犹云似雾:连出五张，张张不一样的通知，他们先骗的//@胜利主义章北海:人抓了，判了，还问责了一大票官员，这种情况下为什么还有人相信政府要篡改DNA鉴定结果？,"['猜', '/', '/', '@', '犹云似', '雾', ':', '出', '五张', '张张', '通知', '先骗', '/', '/', '@', '胜利', '主义', '章', '北海', ':', '抓', '判', '问责', '一大', '票', '官员', '这种', '情况', '为什么', '相信', '政府', '篡改', 'DNA', '鉴定']",7.0
这个词过于残酷，也正是如此才让大家难以忘记,"['词', '过于', '残酷', '也', '正是如此', '难以', '忘记']",0.0
支持//@阿妹爱吃瓜瓜:她叫“小花梅”，不叫“铁链女”,"['支持', '/', '/', '@', '阿妹', '爱', '吃', '瓜瓜', ':', '小花', '梅', '铁链', '女']",5.0
对,[],0
说得好！,['说得好'],0
有没有可能大家叫铁链女是因为不认同她的名字叫小花梅？,"['有没有', '可能', '铁链', '女', '是因为', '认同', '名字', '小花', '梅']",0
她是李莹，不是小花梅,"['李莹', '小花', '梅']",0
指鹿为马这出戏你没看,"['指鹿为马', '这出', '戏', '没']",-5.0
等等，小梅花不是另有其人不，他们村还有另一个被拐卖的，这位只知道姓杨，但是小梅花好像是另一个？,"['梅花', '另有其', '村', '一个', '拐卖', '这位', '知道', '杨', '梅花', '好像', '一个']",-5.0
咬文嚼字 无聊,"['咬文嚼字', ' ', '无聊']",-6.0
你又开始找角度朝群众开炮了,"['找', '角度', '群众', '开炮']",0
她叫受害者,['受害者'],0
铁链无牙女和消化酶两个人,"['铁链', '无牙女', '消化酶', '两个']",0
铁链无牙女,"['铁链', '无牙女']",0
我不是怀疑徐州的政府，我是怀疑徐州的人民。,"['怀疑', '徐州', '政府', '怀疑', '徐州', '人民']",0.0
小花梅没她好看,"['小花', '梅', '没', '好看']",-3.0
因为关爱所以关注，称呼“铁链女”是因为不认可她是小花梅，时间再久也不会忘记她就是李莹。董贼还有收买妇女罪，强奸罪，故意伤害罪没有认定！,"['关爱', '关注', '称呼', '铁链', '女', '是因为', '认可', '小花', '梅', '时间', '再久', '也', '不会', '忘记', '李莹', '董贼', '收买', '妇女', '罪', '强奸罪', '故意伤害罪', '没有', '认定']",-2.0
铁链指的是压迫，你想淡化这个事？,"['铁链', '指', '压迫', '想', '淡化', '事']",0
赞同！,['赞同'],0
这浑水你就不应该淌，他们宁可相信几张p过的照片也不相信dna，最后还怪zf没公信。要我说，谁质疑，谁举证，让他们自己去拿小花梅的头发鉴定去。,"['浑水', '应该', '淌', '相信', '几张', 'p', '照片', '也', '相信', 'dna', '最后', '还怪', 'zf', '没', '公信', '说', '质疑', '谁举证', '小花', '梅', '头发', '鉴定']",19.0
当时有律师给上面发函了，要求加入第三方监督机构查DNA并且要公开结果！结果不可能给他公开公正啊！他律所受到什么压力你知道吗！我当时因为天天关注，所有为她发声的都被“收拾”了！//@胜利主义章北海:人抓了，判了，还问责了一大票官员，这种情况下为什么还有人相信政府要篡改DNA鉴定结果？,"['当时', '律师', '上面', '发函', '要求', '加入', '第三方', '监督机构', '查', 'DNA', '公开', '可能', '公开', '公正', '他律', '什么', '压力', '知道', '当时', '天天', '关注', '发声', '收拾', '/', '/', '@', '胜利', '主义', '章', '北海', ':', '抓', '判', '问责', '一大', '票', '官员', '这种', '情况', '为什么', '相信', '政府', '篡改', 'DNA', '鉴定']",12.0
她真的叫小花梅？,"['真的', '小花', '梅']",0
什么混蛋逻辑,"['什么', '混蛋', '逻辑']",-7.0
我不认可“虐待罪”，结婚证是造假的，凭什么认定必须是家庭成员的“虐待罪”？,"['认可', '虐待', '罪', '结婚证', '造假', '什么', '认定', '必须', '家庭成员', '虐待', '罪']",-7.0
今儿中午我还跟我姐提到她…… 不管她是不是小花梅，但是她肯定是精神残疾人而且是重残，希望当地残联或者中残联看到能有所作为@中国残联,"['今儿', '中午', '我姐', '提到', ' ', '是不是', '小花', '梅', '肯定', '精神', '残疾人', '重残', '希望', '残联', '中', '残联', '看到', '有所作为', '@', '中国残联']",16.0
“八孩”是重点 还是“铁链”是重点 就是【铁链女】 别拿八孩来避重就轻了,"['八孩', '重点', ' ', '铁链', '重点', ' ', '铁链', '女', ' ', '别拿八孩来', '避重就轻']",-3.0
她被强奸、拘禁、虐待你都觉得无所谓，她都疯了，什么称呼都没有意义，这件事得到全社会的关注，惩奸除恶，救她于水火才有意义。,"['强奸', '拘禁', '虐待', '觉得', '无所谓', '疯', '什么', '称呼', '没有', '意义', '这件', '事', '得到', '全', '社会', '关注', '惩奸', '除恶', '救', '水火', '意义']",-16.0
所谓追诉期也不过是舶来品，为什么中国人不能有中国人的法律//@莫斯特就挺无语: 唉，说个题外话，这次判决里有几个人过了追诉期。我觉得买卖人口罪就不应该有追诉期，对受害者的伤害很可能是持续进行多年的。现在等于是只要能把时间拖的够久，犯罪者就不会受到惩罚，简直就是变相鼓励人贩子,"['所谓', '追诉', '期', '也', '舶来品', '为什么', '中国', '不能', '中国', '法律', '/', '/', '@', '莫斯特', '挺', '无语', ':', ' ', '说个', '题外话', '判决', '里', '几个', '人过', '追诉', '期', '觉得', '买卖', '人口', '罪', '应该', '追诉', '期', '受害者', '伤害', '可能', '持续', '进行', '多年', '现在', '时间', '拖', '够', '久', '犯罪者', '不会', '惩罚', '简直', '变相', '鼓励', '人贩子']",-22.5
同意，她有自己的名字,"['同意', '名字']",0
叫铁链女只是为了引起大家的关注罢了博什么眼球啊你,"['铁链', '女', '引起', '关注', '博', '什么', '眼球']",0
不建议男的在这种话题下边蹦跶,"['建议', '男', '这种', '话题', '下边', '蹦', '跶']",0
她是小花梅还是李莹有什么区别吗？她是小花梅就应该被这样对待了？,"['小花', '梅', '李莹', '什么', '区别', '小花', '梅', '应该']",0
这事怪民众吗？当时有说什么李莹，现在说什么小花梅，然后又都说不是她，不是同一个人，到最后也不知道她是谁。这个案子搁置了这么久，本来以为已经没有结果了，就不再关注了，没想到现在又判了。说起来我也只能想到触目惊心的“铁链”和她生了8个孩子，因为新闻媒体让我看到的就是这些啊。,"['这事怪', '民众', '当时', '说', '什么', '李莹', '现在', '说', '什么', '小花', '梅', '说', '同一个', '最后', '也', '知道', '案子', '搁置', '这么久', '本来', '已经', '没有', '不再', '关注', '没想到', '现在', '又判', '说', '起来', '也', '只能', '想到', '触目惊心', '铁链', '生', '8', '孩子', '新闻媒体', '看到']",7.0
公信力一旦失去了，就很难再回来了,"['公信力', '失去', '难', '再', '回来']",-5.0
妈的判的太轻了,"['妈', '判', '太轻']",0
她不是小花梅 她是李莹,"['小花', '梅', ' ', '李莹']",0
小花梅更讽刺,"['小花', '梅', '更', '讽刺']",-1.0
有的人真的是一腔热血一定要讨个公道么？不是的，他们只是想看杀头罢了,"['真的', '一腔热血', '一定', '讨个', '公道', '想', '杀头']",9.0
叫铁链女的不是什么正义人士，是一肚子坏水的反贼。,"['铁链', '女', '什么', '正义', '人士', '一肚子', '坏水', '反贼']",2.0
而且这案子里面还有一件让人无力的地方就是当时的买方很可能是这个董某民的爹，但是他已经过世了，没法追究。现在这判决已经是把董某民和他爹列为共同买方了。,"['案子', '里面', '一件', '无力', '地方', '当时', '买方', '可能', '董', '某民', '爹', '已经', '过世', '没法', '追究', '现在', '判决', '已经', '董某', '民和', '爹', '列为', '共同', '买方']",-5.0
只有铁链女这三个字可以形容她二十年非人的生活！,"['铁链', '女', '三个', '字', '形容', '二十年', '非人', '生活']",-9.0
啊？可我觉得叫真名才更伤害她诶，社会新闻报道的的是你的网名和报道你的真名那个伤害更大,"['觉得', '真名', '更', '伤害', '诶', '社会', '新闻报道', '网名', '报道', '真名', '伤害', '更大']",-6.0
折磨虐待了人家这么多年，判9年也太少了，说不定人贩子不服判决二审还能再减点，到了监狱里面还能再减点，他妈的估计没个两三年又出来变本加厉祸害人间了,"['折磨', '虐待', '多年', '判', '9', '年', '也', '太少', '说不定', '人贩子', '不服', '判决', '二审', '再', '减点', '监狱', '里面', '再', '减点', '他妈的', '估计', '没个', '两三年', '变本加厉', '祸害', '人间']",-19.0
大哥你发什么癫,"['大哥', '发', '什么', '癫']",0
现在叫铁链女不会刺痛她，因为她已经疯了，不可逆的精神分裂，只会刺痛那些犯罪了却没有受到严惩的官员，和那些疏于作为甚至助纣为虐的人，我们永远会记得铁链女，记不住她的遭遇，才是真正的背叛，这样的判罚结果，无论如何，拐卖者加害者都赢麻了,"['现在', '铁链', '女', '不会', '刺痛', '已经', '疯', '可逆', '精神分裂', '只会', '刺痛', '犯罪', '没有', '严惩', '官员', '疏于', '助纣为虐', '永远', '会', '记得', '铁链', '女', '记不住', '遭遇', '真正', '背叛', '判罚', '无论如何', '拐卖', '加害者', '赢', '麻']",-24.0
真的叫小花梅吗？这只是个小名吧，她真正的大名叫什么,"['真的', '小花', '梅', '小名', '真正', '名叫', '什么']",3.0
确实，但是就好像有人在我吃不饱饭的时候，告诉我喝香槟需要配草莓才美味一样。在死生大事尚未有定论之时，把一些细枝末节放在前边。,"['确实', '好像', '有人', '吃不饱', '饭', '告诉', '喝', '香槟', '需要', '配', '草莓', '美味', '死生', '大事', '尚未', '定论', '时', '细枝末节', '放在', '前边']",10.0
她叫李莹,['李莹'],0
大家叫铁链女也不是在羞辱她好吗，讽刺的谁你心里没数吗？,"['铁链', '女', '也', '羞辱', '讽刺', '心里', '没数']",-1.0
没有强奸罪吗？,"['没有', '强奸罪']",0
其实铁链女也没什么，这样更触目惊心，让人一目了然知道她受了什么罪，警醒世人 而且这也不是侮辱性的，只是以事件为代号，它指的是一个事,"['其实', '铁链', '女', '也', '没什么', '更', '触目惊心', '一目了然', '知道', '受', '什么', '罪', '警醒', '世人', ' ', '也', '侮辱性', '事件', '代号', '指', '一个', '事']",1.0
囚禁这么多年生了八个小孩无人问津，叫个铁链女就玻璃心了？不叫铁链女，她还栓着铁链！不叫铁链女，法治永无进步！不要再自欺欺人了！,"['囚禁', '多年生', '八个', '小孩', '无人问津', '叫个', '铁链', '女', '玻璃心', '铁链', '女', '栓', '铁链', '铁链', '女', '法治', '永无', '进步', '不要', '再', '自欺欺人']",-5.0
请称呼为：受害人小梅花,"['请', '称呼', '受害人', '梅花']",0
是真的小花梅吗？没牙跟换头了似的。,"['真的', '小花', '梅', '没牙', '换头']",0
这个名字不是揭她的伤疤，是揭了法治的伤疤！看不得这个名字的不是她，是某些人！某些满口公平正义的人！,"['名字', '揭', '伤疤', '揭', '法治', '伤疤', '看不得', '名字', '满口', '公平正义']",0.0
她不是ly嘛 之前有一个证实她是ly的文章 我转发了说了那个名字，封号三个月。,"['ly', ' ', '之前', '一个', '证实', 'ly', '文章', ' ', '转发', '说', '名字', '封号', '三个', '月']",0
铁链女的链条解开了吗？还是只换了一条而已！,"['铁链', '女', '链条', '解开', '只换', '一条']",0
真的叫小花梅吗,"['真的', '小花', '梅']",0
说铁链女的有好人吗？直接给他们起个代号吧，方便识别。,"['说', '铁链', '女', '好人', '直接', '起个', '代号', '方便', '识别']",1.0
慰安妇也不要叫了，伤疤嘛。你这个三观啊,"['慰安妇', '也', '不要', '伤疤', '三观']",0.0
还是感觉她是李莹,"['感觉', '李莹']",0
同村被拐妇女不止一个，拐卖囚禁虐待的其他犯罪嫌疑人希望也能尽快绳之以法。不知道后续会不会推进,"['同村', '拐', '妇女', '不止', '一个', '拐卖', '囚禁', '虐待', '犯罪', '嫌疑人', '希望', '也', '尽快', '绳之以法', '知道', '后续', '会', '不会', '推进']",-10.0
虐待罪，没有拐卖罪，这意味着什么？,"['虐待', '罪', '没有', '拐卖', '罪', '意味着', '什么']",-12.0
支持,['支持'],5.0
其实第二句你用八孩妈也不合适，这毕竟是强迫生下来的，是耻辱，她有她自己的名字，小花梅,"['其实', '第二句', '八孩妈', '也', '合适', '毕竟', '强迫', '生', '下来', '耻辱', '名字', '小花', '梅']",-7.0
身份证上的名字就是小花梅吗？,"['身份证', '名字', '小花', '梅']",0
她自己承认她是小花梅吗？！,"['承认', '小花', '梅']",0
刚你前面刷到一个红v就用这三字形容她，还质疑她被锁几年为何还变美了，不知道啥意思,"['刚', '前面', '刷到', '一个', '红', 'v', '这三字', '形容', '质疑', '锁', '几年', '为何', '变美', '知道', '啥意思']",0.0
真的叫小花梅吗，但长的真不像,"['真的', '小花', '梅', '但长', '真']",0
我们无能…,['无能'],-5.0
不会有女的吧…,"['不会', '女']",0
我也很好奇为什么最近不更了 才发现……,"['也', '好奇', '为什么', '最近', '更', ' ', '发现']",0.0
终于可以在阳光之下光明正大地讨论这件事了,"['终于', '阳光', '之下', '光明正大', '讨论', '这件', '事']",14.0
造孽,['造孽'],-5.0
拐卖妇女的判了，买来的女人却是合法的？,"['拐卖妇女', '判', '买来', '女人', '却是', '合法']",0
无语😓,"['语', '😓']",0
人不如鸟,['鸟'],0
天蝎女呢？,['天蝎女'],0
可不敢再说这个了，要被封号的,"['不敢', '封号']",0
判的太轻了吧,"['判', '太轻']",0
还有“虐待家庭成员”，他们婚姻合法吗？！,"['虐待', '家庭成员', '婚姻', '合法']",-7.0
太轻了,['太轻'],0
甚至她被卖了三次，甚至3000块钱就可以买一个女人。3000块钱连一个苹果手机都买不了。,"['卖', '三次', '3000', '块钱', '买', '一个', '女人', '3000', '块钱', '一个', '苹果', '手机', '买', '不了']",0.0
买卖同罪为什么还要考虑，真的离谱，网友不知情买个珍惜动物还被判了，买妇女就不判，真离谱啊,"['买卖', '同罪', '为什么', '考虑', '真的', '离谱', '网友', '不知情', '买个', '珍惜', '动物', '被判', '买', '妇女', '不判', '真', '离谱']",-10.0
轻判等于纵容,"['轻判', '等于', '纵容']",-3.0
我就很想知道，为什么强奸罪不能在这里面体现？,"['想', '知道', '为什么', '强奸罪', '不能', '里面', '体现']",0
“虐待家庭成员，情节恶劣，构成虐待罪”，但首先，这特么算什么家庭成员？？？买卖回来的家庭成员？？,"['虐待', '家庭成员', '情节恶劣', '构成', '虐待', '罪', '这特', '算', '什么', '家庭成员', '买卖', '回来', '家庭成员']",-14.0
谁还记得徐州最初发布的三稿，都在否认拐卖。因为网民不断质疑，后面让其他地方的政府机关来彻查，在这个地方小花梅绝不是个案,"['记得', '徐州', '最初', '发布', '三稿', '否认', '拐卖', '网民', '不断', '质疑', '后面', '地方', '政府', '机关', '彻查', '地方', '小花', '梅', '绝不', '个案']",-5.0
九年算什么啊，她在地狱里活了几年啊！,"['九年', '算', '什么', '地狱', '里活', '几年']",-5.0
图片评论,"['图片', '评论']",0
这特么扯淡,"['这特', '扯淡']",-3.0
这个判决跟纵容差不多了,"['判决', '纵容', '差不多']",-3.0
我靠只有九年吗,['九年'],0
地狱空荡荡，魔鬼在人间,"['地狱', '空荡荡', '魔鬼', '人间']",-14.0
为什么没有提及QJ,"['为什么', '没有', '提及', 'QJ']",0
没有买卖就没有伤害！,"['没有', '买卖', '没有', '伤害']",-3.0
罚酒三杯//@_修改昵称次数扣除明细_:绝不手软判9年，手软直接发喜糖呗，Σ_(꒪ཀ꒪」∠)呕,"['罚酒', '三杯', '/', '/', '@', '_', '修改', '昵称', '次数', '扣除', '明细', '_', ':', '绝不', '手软', '判', '9', '年', '手软', '直接', '发', '喜糖', 'Σ', '_', '(', '꒪', 'ཀ', '꒪', '∠', ')']",0.0
支持买卖同罪,"['支持', '买卖', '同罪']",5.0
没有买卖就没有杀害,"['没有', '买卖', '没有', '杀害']",-3.0
买卖同罪为什么不能施行呢？有什么顾虑？,"['买卖', '同罪', '为什么', '不能', '施行', '什么', '顾虑']",0.0
毁了别人一辈子，数罪并罚才9年。川普那136年表示不服,"['毁', '一辈子', '数罪并罚', '9', '年', '川普', '136', '年', '表示', '不服']",0
这判决一点都不是严惩,"['判决', '一点', '严惩']",0
可怜的孩子。失去了母亲，又失去了父亲。正义到底造福了谁。她以后又由谁来照顾，谁还会管她的一日三餐。,"['可怜', '孩子', '失去', '母亲', '失去', '父亲', '正义', '到底', '造福', '以后', '由谁来', '照顾', '会管', '一日三餐']",2.0
拐卖过去的人也能是“家庭成员”吗？,"['拐卖', '过去', '也', '家庭成员']",-5.0
转发微博,"['转发', '微博']",0
天网恢恢，疏而不漏， 希望以后正义来的更早些，让人不要多受苦。,"['天网恢恢', '疏而不漏', ' ', '希望', '以后', '正义', '更', '早些', '不要', '受苦']",11.0
太轻了,['太轻'],0
这不死刑,['死刑'],0
她不叫铁链女，她有名字，请你也尊重她,"['铁链', '女', '名字', '请', '也', '尊重']",5.0
女人不是物品！女人不是物品！多少钱都不允许买卖！,"['女人', '物品', '女人', '物品', '钱', '允许', '买卖']",0
还有二审不能放松，二审必须维持原判,"['二审', '不能', '放松', '二审', '必须', '维持原判']",7.0
别人去救人，曝光事实。当地领导出来说，不存在拐骗。还辟谣说不是同一个人,"['救人', '曝光', '事实', '领导', '说', '存在', '拐骗', '辟谣', '说', '同一个']",-7.0
凭什么就判这么几年 就这样终结这件事 不公平不公正,"['什么', '就判', '几年', ' ', '终结', '这件', '事', ' ', '公平', '公正']",10.0
//@aryuuunn:“虐待家庭成员，情节恶劣，构成虐待罪”，但首先，这特么算什么家庭成员？？？买卖回来的家庭成员？？,"['/', '/', '@', 'aryuuunn', ':', '虐待', '家庭成员', '情节恶劣', '构成', '虐待', '罪', '这特', '算', '什么', '家庭成员', '买卖', '回来', '家庭成员']",-14.0
拐卖妇女，强奸，虐待她20多年，生八个孩子才九年。 助长犯罪。九年合理吗？,"['拐卖妇女', '强奸', '虐待', '20', '多年', '生', '八个', '孩子', '九年', ' ', '助长', '犯罪', '九年', '合理']",-25.0
可笑的是婚姻有效不算强奸,"['可笑', '婚姻', '有效', '不算', '强奸']",-5.0
哈哈哈法律,"['哈哈哈', '法律']",0
不定强奸罪吗？,"['不定', '强奸罪']",0.0
//@dududu嘟you:地狱空荡荡，魔鬼在人间,"['/', '/', '@', 'dududu', '嘟', ':', '地狱', '空荡荡', '魔鬼', '人间']",-14.0
请不要称呼她为铁链女,"['请', '不要', '称呼', '铁链', '女']",0
这是绑架不是“买卖”！如果人是商品，那么绑架强奸罪就会变成合法的“使用商品”，这就是个阴谋！,"['这是', '绑架', '买卖', '商品', '绑架', '强奸罪', '会', '变成', '合法', '使用', '商品', '阴谋']",-15.0
九年连她生八胎都不够,"['九年', '生八胎', '不够']",-5.0
抛开事实不谈，美方难道就没有一点责任？,"['抛开', '事实', '不谈', '美方', '难道', '没有', '一点', '责任']",0
罚酒三杯啊,"['罚酒', '三杯']",0
人不如保护动物,"['保护', '动物']",0
那八个孩子谁抚养呢？,"['八个', '孩子', '抚养']",0
铁链女铁链女，没名字吗？？？？小花梅,"['铁链', '女', '铁链', '女', '没', '名字', '小花', '梅']",0
抓个鸟都要判10年，人不如动物是吧,"['抓个', '鸟', '要判', '10', '年', '动物']",0
我就搞不懂了，拐卖妇女儿童罪，买卖同罪，为什么就是执行不了？领导层到底在维护什么？在包庇什么？实行买卖同罪，到底侵犯了谁的利益？动了谁的蛋糕？,"['搞不懂', '拐卖妇女', '儿童', '罪', '买卖', '同罪', '为什么', '执行', '不了', '领导层', '到底', '维护', '什么', '包庇', '什么', '实行', '买卖', '同罪', '到底', '侵犯', '利益', '动', '蛋糕']",-8.0
这要判死刑,"['这要', '判', '死刑']",0
罚酒三杯式的判罚，整个社会又被伤害一次！,"['罚酒', '三杯', '式', '判罚', '整个', '社会', '伤害', '一次']",-3.0
支持立法，法律制度需要不断完善。,"['支持', '立法', '法律', '制度', '需要', '不断完善']",5.0
转发微博,"['转发', '微博']",0
拐卖判无期还差不多,"['拐卖', '判', '无期', '差不多']",-5.0
这可真是发达国家应该有的范,"['真是', '发达国家', '应该', '范']",0
买卖妇女罪，强奸罪，故意伤害罪，怎么不认定？,"['买卖', '妇女', '罪', '强奸罪', '故意伤害罪', '怎么', '认定']",0
那现在“小花梅”是什么状况？是否还活着？,"['现在', '小花', '梅', '什么', '状况', '是否', '活着']",0
再立法规弄个举报有奖，奖他个十万八万。举报内容就是村隔壁哪家突然有了小孩子，一经落实是拐卖来的就奖。就像当年查超生那样，这些人看到了利益就会举报你，哪怕是自己亲戚。,"['再', '立', '法规', '弄个', '举报', '有奖', '奖', '十万八万', '举报', '内容', '村', '隔壁', '哪家', '突然', '小孩子', '一经', '落实', '拐卖', '奖', '当年', '查', '超生', '看到', '利益', '会', '举报', '亲戚']",-10.0
转发微博,"['转发', '微博']",0
如果我撩到你，是在抱歉，是故意的！,"['撩', '抱歉', '故意']",0.0
回复@饶春海:莹李是,"['回复', '@', '饶春海', ':', '莹', '李是']",0
回复@Rebecca觉得明天会是晴天鸭:而且买家还强奸了被拐妇女，罪上加罪,"['回复', '@', 'Rebecca', '觉得', '明天', '会', '晴天', '鸭', ':', '买家', '强奸', '拐', '妇女', '罪上加罪']",-9.0
买家不更可恶吗？强奸罪有加进去吗,"['买家', '更', '可恶', '强奸罪', '加进去']",-7.0
毁了一个女人的一生，判死刑都不为过，太轻了,"['毁', '一个', '女人', '一生', '判', '死刑', '不为过', '太轻']",0
太轻了,['太轻'],0
她叫“小花梅”，不叫“铁链女”,"['小花', '梅', '铁链', '女']",0
在汉唐 拐卖妇女都是买卖同罪主犯绞杀全家流放的到现在 美美接受个九年义务教育就完了呵呵,"['汉唐', ' ', '拐卖妇女', '买卖', '同罪', '主犯', '绞杀', '全家', '流放', '现在', ' ', '美美', '接受', '九年', '义务教育', '完']",-11.0
居然不是死刑 这居然不是死刑 才9年,"['居然', '死刑', ' ', '居然', '死刑', ' ', '9', '年']",0
共同生活就能算合法家庭成员了？,"['共同', '生活', '能算', '合法', '家庭成员']",0
才九年？要不这九年就按照他们关押小梅花的方式来呗。这里面竟然还说家庭伤害，你看这里面有家庭吗,"['九年', '九年', '关押', '梅花', '方式', '里面', '竟然', '说', '家庭', '伤害', '里面', '家庭']",-3.0
我更关心小花梅到底是谁和后来如何得到安置,"['更', '关心', '小花', '梅', '到底', '后来', '得到', '安置']",0
拐卖妇女儿童，买卖同罪，呼吁多少年了，什么时候才能开始执行？,"['拐卖妇女', '儿童', '买卖', '同罪', '呼吁', '年', '什么', '执行']",0
@逾越_yun,"['@', '逾越', '_', 'yun']",0.0
西安拆迁十四年不给房，一分钱过渡费不给.,"['西安', '拆迁', '十四年', '房', '一分钱', '过渡', '费不给', '.']",0
一生都毁了，才九年，而且还拖了这么久才判…,"['一生', '毁', '九年', '拖', '这么久', '才判']",0
9年换一个女孩子一辈子,"['9', '年换', '一个', '女孩子', '一辈子']",0
广西很多，有人查咩？,"['广西', '很多', '有人', '查', '咩']",0
太便宜这些罪大恶极的犯罪分子了,"['太', '便宜', '罪大恶极', '犯罪分子']",-18.0
判太轻了,['判太轻'],0
买卖人口，把人当牲畜似的，还从轻处罚，真的,"['买卖', '人口', '牲畜', '从轻', '处罚', '真的']",0.0
还有强奸罪呢？,['强奸罪'],0
当地政府呢,['当地政府'],0
我觉得可以再判严重点，毁了别人一辈子,"['觉得', '再判', '严重', '点', '毁', '一辈子']",-3.0
我记得之前有个新闻是美国的一个明星机场偷行李，没有说行李价值多少，如果罪名属实他将坐牢10年，按照他们减刑的标准，最起码也要做坐5年牢。天朝的一部分犯罪行为量刑，真是迷惑的很,"['记得', '之前', '有个', '新闻', '美国', '一个', '明星', '机场', '偷', '行李', '没有', '说', '行李', '价值', '罪名', '属实', '坐牢', '10', '年', '减刑', '标准', '最起码', '也', '做', '坐', '5', '年', '牢', '天朝', '一部分', '犯罪行为', '量刑', '真是', '迷惑']",0.0
@义意兑儿,"['@', '义意', '兑儿']",0
转发微博,"['转发', '微博']",0
支持罗翔老师,"['支持', '罗翔', '老师']",5.0
是不是也有强jian罪呢,"['是不是', '也', '强', 'jian', '罪']",0
说话像放屁,"['说话', '放屁']",0
这不搞笑吗？铁链女都不止被锁了九年吧？,"['搞笑', '铁链', '女', '不止', '锁', '九年']",0
笑死 中国标志性文化特色,"['笑', '死', ' ', '中国', '标志性', '文化', '特色']",0
基本认同。而且解决不了任何问题,"['基本', '认同', '解决不了', '问题']",0
真的，我还以为我记忆错乱了，当时明明就是说不是小花梅,"['真的', '记忆', '错乱', '当时', '明明', '小花', '梅']",-7.0
居然拉黑了,"['居然', '拉', '黑']",0
这不是他们的一贯操作选择性无视,"['一贯', '操作', '选择性', '无视']",-3.0
这个事件的新闻，每一次通告都让人匪夷所思，疑点重重，最后细思极恐。想到渺小的自己，深深的无力。只能时刻提醒自己，千万别去这里，太可怕了。如此廉价，一生的不幸只换来九年，呵呵,"['事件', '新闻', '一次', '通告', '匪夷所思', '疑点重重', '最后', '细思极', '恐', '想到', '渺小', '深深', '无力', '只能', '时刻', '提醒', '千万别', '太', '可怕', '廉价', '一生', '不幸', '换来', '九年']",-1.0
媒体发新闻稿也是需要收费的，一条新闻稿几千块，这明显就是无良媒体收钱了某些部门的新闻钱，然后发文办事儿，所以千万不要被转移矛盾，看背后关系。,"['媒体', '发', '新闻稿', '也', '需要', '收费', '一条', '新闻稿', '几千块', '明显', '无良', '媒体', '收钱', '部门', '新闻', '钱', '发文', '办事', '千万', '不要', '转移', '矛盾', '背后', '关系']",0.0
是高高在上目中无人颠倒黑白的徐州政府一枚呀,"['高高在上', '目中无人', '颠倒黑白', '徐州', '政府', '一枚']",-21.0
居然在热搜上看不到这条新闻，你说奇不奇怪,"['居然', '热', '搜上', '看不到', '条', '新闻', '说', '奇', '奇怪']",0.0
要不是看到了你，我甚至怀疑我精神错乱了,"['看到', '怀疑', '精神', '错乱']",0.0
嘘州顾名思义，就是让你嘘，禁言疯县，就是把正常人弄疯,"['嘘州', '顾名思义', '禁言', '疯县', '正常人', '弄', '疯']",0.0
我也觉得根本不是同一个人,"['也', '觉得', '根本', '同一个']",0.0
徐州80年代拐卖挺严重的吧,"['徐州', '80', '年代', '拐卖', '挺', '严重']",-6.5
@今天也在好好追星呢,"['@', '今天', '也', '好好', '追星']",0
